,Fuel Type Code,Station Name,Street Address,City,EV Level2 EVSE Num,EV Network,Latitude,Longitude,ID,EV Connector Types,Facility Type,EV Pricing
264,ELEC,iPark NYC 61 Jane Street - Tesla Destination,61 Jane St,New York,3.0,Tesla Destination,40.738222,-74.005908,115173,J1772 TESLA,PAY_GARAGE,Free
265,ELEC,Parkit 10 Wooster St. - Tesla Destination,6-10 Wooster St,New York,3.0,Tesla Destination,40.721131,-74.00357,115174,J1772 TESLA,PAY_GARAGE,Free
266,ELEC,imPark 611 E 83rd Street - Tesla Destination,611 E 83rd St,New York,3.0,Tesla Destination,40.772931,-73.945552,115175,J1772 TESLA,PAY_GARAGE,Free
267,ELEC,MTP 625 W 57th Street - Tesla Destination,625  W 57th St,New York,3.0,Tesla Destination,40.771431,-73.992964,115176,TESLA,PAY_GARAGE,Free
268,ELEC,Icon Parking University 10 Parking - Tesla Destination,63  E 9th St,New York,3.0,Tesla Destination,40.731544,-73.992045,115177,J1772 TESLA,PAY_GARAGE,Free
269,ELEC,Parkright 670 W 43rd Street - Tesla Destination,670 W 43rd St,New York,3.0,Tesla Destination,40.762316,-74.000256,115178,J1772 TESLA,HOTEL,Free
270,ELEC,Quik Park Little West LLC - Tesla Destination,70 Little West St,New York,3.0,Tesla Destination,40.706976,-74.016962,115179,J1772 TESLA,PAY_GARAGE,Free
271,ELEC,Rapidpark 70 Riverside Dr - Tesla Destination,70 Riverside Dr,New York,2.0,Tesla Destination,40.785014,-73.982037,115180,TESLA,PAY_GARAGE,Free
272,ELEC,The Peninsula Hotel New York - Tesla Destination,700 5th Ave,New York,1.0,Tesla Destination,40.76178,-73.975057,115181,TESLA,HOTEL,Free
273,ELEC,Parkright 738 Greenwich Street - Tesla Destination,738 Greenwich St,New York,3.0,Tesla Destination,40.735165,-74.007231,115182,J1772 TESLA,PAY_GARAGE,Free
274,ELEC,iPark 650 Parking Corp - Tesla Destination,80  E 67th St,New York,3.0,Tesla Destination,40.767935,-73.96671,115185,J1772 TESLA,PAY_GARAGE,Free
275,ELEC,Icon Parking 70 Gold Street - Tesla Destination,80 Gold St,New York,3.0,Tesla Destination,40.709609,-74.004401,115186,J1772 TESLA,PAY_GARAGE,Free
276,ELEC,Icon 80 Riverside Blvd - Tesla Destination,80 Riverside Blvd,New York,3.0,Tesla Destination,40.775054,-73.989946,115187,J1772 TESLA,PAY_GARAGE,Free
277,ELEC,Quik Park 808 Garage LLC - Tesla Destination,808 Columbus Ave,New York,3.0,Tesla Destination,40.795214,-73.966003,115188,J1772 TESLA,PAY_GARAGE,Free
278,ELEC,"The Standard, High Line - Tesla Destination",848  Washington St,New York,3.0,Tesla Destination,40.740828,-74.008074,115189,J1772 TESLA,HOTEL,Free
279,ELEC,Chelnik Parking NYC 880 5th - Tesla Destination,880 5th Ave,New York,2.0,Tesla Destination,40.770385,-73.968296,115190,TESLA,PAY_GARAGE,Free
280,ELEC,Icon 9-11 Park Ave - Tesla Destination,9 - 11 Park Ave,New York,3.0,Tesla Destination,40.747207,-73.980743,115191,J1772 TESLA,PAY_GARAGE,Free
281,ELEC,Rapidpark 9-11 W 100th Street - Tesla Destination,9 W 100th St,New York,3.0,Tesla Destination,40.794681,-73.963228,115192,J1772 TESLA,PAY_GARAGE,Free
282,ELEC,Quik Park West 57 LLC - Tesla Destination,9 W 57th St,New York,3.0,Tesla Destination,40.763888,-73.97499,115193,J1772 TESLA,PAY_GARAGE,Free
283,ELEC,GGMC Parking Stewart House Garage - Tesla Destination,91 East 9th St,New York,3.0,Tesla Destination,40.73099,-73.990963,115194,J1772 TESLA,PAY_GARAGE,Free
284,ELEC,Rapidpark 920 Park Avenue - Tesla Destination,920 Park Ave,New York,3.0,Tesla Destination,40.776673,-73.960253,115195,J1772 TESLA,PAY_GARAGE,Free
285,ELEC,MPG 923 5th Ave - Tesla Destination,923 5th Ave,New York,3.0,Tesla Destination,40.773173,-73.966026,115196,J1772 TESLA,PAY_GARAGE,Free
286,ELEC,GGMC The Cove - Tesla Destination,99 Battery Pl,New York,3.0,Tesla Destination,40.707624,-74.016593,115197,J1772 TESLA,PAY_GARAGE,Free
287,ELEC,Icon Parking 990 Ave of the Americas - Tesla Destination,990 Avenue of the Americas,New York,3.0,Tesla Destination,40.751363,-73.986389,115198,J1772 TESLA,OFFICE_BLDG,Free
288,ELEC,Angelina's Ristorante - Tesla Destination,399 Ellis St,Staten Island,3.0,Tesla Destination,40.51337,-74.25137,115240,TESLA,RESTAURANT,Free
289,ELEC,59 Allen Street - Tesla Supercharger,59 Allen Street,New York,,Tesla,40.717153,-73.991869,116808,TESLA,PARKING_LOT,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
290,ELEC,Queens Center - Tesla Supercharger,90-15 Queens Boulevard,Queens,,Tesla,40.735082,-73.87067,116809,TESLA,SHOPPING_CENTER,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
291,ELEC,Brooklyn Museum - Tesla Supercharger,878 Washington Avenue,Brooklyn,,Tesla,40.669936,-73.963069,122247,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
292,ELEC,ImPark Underhill Garage - Tesla Destination,105 Underhill Ave,Brooklyn,4.0,Tesla Destination,40.67746,-73.965421,122469,TESLA,,Free
293,ELEC,ProPark 184 Kent Ave - Tesla Destination,184 Kent Ave,Brooklyn,4.0,Tesla Destination,40.718763,-73.964599,122470,TESLA,,Free
294,ELEC,ImPark 500 4th Ave - Tesla Destination,212 12th St,Brooklyn,4.0,Tesla Destination,40.668403,-73.990389,122471,TESLA,,Free
295,ELEC,Sherman Parking - Tesla Destination,26 S 6th St,Brooklyn,4.0,Tesla Destination,40.711558,-73.967572,122472,TESLA,,Free
296,ELEC,iPark 34 N 7th Street - Tesla Destination,34  N 7th St,Brooklyn,3.0,Tesla Destination,40.720475,-73.96265,122473,J1772 TESLA,,Free
297,ELEC,IMPark 353 4th Ave - Tesla Destination,353 4th Ave,Brooklyn,4.0,Tesla Destination,40.672845,-73.986284,122475,TESLA,,Free
298,ELEC,MTP Parking 363 Bond Street - Tesla Destination,363 Bond St,Brooklyn,4.0,Tesla Destination,40.677977,-73.990135,122476,TESLA,,Free
299,ELEC,MTP Parking 568 Union Ave - Tesla Destination,568 Union Ave,Brooklyn,4.0,Tesla Destination,40.717801,-73.951805,122477,TESLA,,Free
300,ELEC,ImPark Atlantic Terrace - Tesla Destination,669 Atlantic Ave,Brooklyn,4.0,Tesla Destination,40.683295,-73.973753,122478,TESLA,,Free
301,ELEC,MTP Parking 755 Kent Ave - Tesla Destination,755 Kent Ave,Brooklyn,4.0,Tesla Destination,40.698959,-73.9601,122479,TESLA,,Free
302,ELEC,iPark 400 E 85th St - Tesla Destination,400 E 85th St,Manhattan,4.0,Tesla Destination,40.776008,-73.949934,122489,TESLA,,Free
303,ELEC,iPark NYC 75 Wall Street - Tesla Destination,75 Wall St,New York,3.0,Tesla Destination,40.705042,-74.008118,122491,J1772 TESLA,,Free
304,ELEC,INDUSTRY CITY LOT B WEST,533 2nd Ave,Brooklyn,2.0,ChargePoint Network,40.659333,-74.006419,122592,J1772,,
305,ELEC,New York University - Plaza Nursery School,110 Bleecker St,New York,2.0,EV Connect,40.7273617,-73.9975331999999,123058,J1772,COLLEGE_CAMPUS,
306,ELEC,Queens Family Court Garage,150-07 Archer St,Queens,3.0,EV Connect,40.7044805,-73.7927244,123069,J1772,PARKING_GARAGE,
307,ELEC,New Lab,19 Morris Ave,Brooklyn,2.0,EV Connect,40.69953,-73.974315,123075,J1772,OFFICE_BLDG,
308,ELEC,New York City Transit Authority - Surface Transit Headquarters,25 Jamaica Ave,Brooklyn,1.0,EV Connect,40.678067,-73.8997292,123088,J1772,MUNI_GOV,
309,ELEC,Company,335 Madison Ave,New York,5.0,EV Connect,40.7537571,-73.9783437999999,123101,J1772,OFFICE_BLDG,
310,ELEC,Jerome-Gun Hill Road - Municipal Parking Garage,3510 Jerome Ave,New York,5.0,EV Connect,40.882958,-73.880725,123102,J1772,PARKING_GARAGE,
311,ELEC,Yeshiva University,385 Audubon Ave,New York,1.0,EV Connect,40.8506642,-73.9306379,123105,J1772,COLLEGE_CAMPUS,
312,ELEC,Queens College - Kiely Hall,65-30 Kissena Blvd,Queens,2.0,EV Connect,40.7358738,-73.8158194,123127,J1772,COLLEGE_CAMPUS,
313,ELEC,Queens Borough Hall - Municipal Parking Lot,80-25 126th St,Queens,4.0,EV Connect,40.714376,-73.826095,123134,J1772,PARKING_GARAGE,
314,ELEC,Verizon - Bronx,2885 Jerome Ave,Bronx,4.0,Non-Networked,40.872524,-73.890564,123328,J1772,OFFICE_BLDG,
315,ELEC,Verizon - Manhattan,615 W 47th St,Manhattan,2.0,Non-Networked,40.764495,-73.996651,123345,J1772,OFFICE_BLDG,
316,ELEC,The Veneto,250 East 53rd Street,New York,2.0,Blink Network,40.756766,-73.967481,124140,J1772,,Level 2: $0.59 per kWh
317,ELEC,Coliseum Park Apts - Central Parking,345 W 58th Street,New York,1.0,Blink Network,40.768432,-73.984033,124141,J1772,,Level 2: $0.59 per kWh
318,ELEC,Astor Place,445 Lafayette St,New York,2.0,Blink Network,40.7297,-73.991565,124144,J1772,,Level 2: $0.59 per kWh
319,ELEC,Central Parking - 58 West 58th St,58 West 58th Street,New York,2.0,Blink Network,40.764655,-73.9761,124146,J1772,,Level 2: $0.59 per kWh
320,ELEC,Superior Ink,400 W 12th St,New York,2.0,Blink Network,40.737537,-74.00983,124147,J1772,,Level 2: $0.59 per kWh
321,ELEC,The Westport,500 W 56th St,New York,2.0,Blink Network,40.768211,-73.989479,124690,J1772,,Level 2: $0.59 per kWh
322,ELEC,TATABROOKFIELD #3,11 E Loop Rd,New York,1.0,ChargePoint Network,40.755093,-73.955605,143191,J1772,,
323,ELEC,Glenwood Management - Paramount Garage,221 E 38th St,New York,1.0,Non-Networked,40.74793,-73.974556,147009,J1772,PAY_GARAGE,$15 per session
324,ELEC,35 SUTTON 1 35 SUTTON PL,35 Sutton Pl,New York,2.0,ChargePoint Network,40.758358,-73.9597,147425,J1772,,
325,ELEC,PANYNJ JFK Y GARAGE 2,JFK Access Rd JFK International Airport,Queens,2.0,ChargePoint Network,40.64572,-73.779384,147469,J1772,,
326,ELEC,PANYNJ JFK Y GARAGE 4,JFK Terminal 5 JFK International Airport,Queens,2.0,ChargePoint Network,40.645841,-73.779222,147470,J1772,,
327,ELEC,WOC411HEMP 502 WAVERLY,502 Waverly Ave,Brooklyn,2.0,ChargePoint Network,40.682964,-73.96582,147509,J1772,,
328,ELEC,Mall at Bay Plaza - Tesla Supercharger,260 Baychester Avenue,Bronx,,Tesla,40.863231,-73.828839,149299,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
329,ELEC,Atlantic Center - Tesla Supercharger,625 Atlantic Avenue B12,Brooklyn,,Tesla,40.683715,-73.974337,149300,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
330,ELEC,iPark NYC 555 West Garage Corp. - Tesla Destination,549  W 23rd St,New York,3.0,Tesla Destination,40.748931,-74.006078,150502,J1772 TESLA,,Free
331,ELEC,iPark NYC E 80th Street - Tesla Destination,345 E 80th St,New York,3.0,Tesla Destination,40.773471,-73.952304,150517,J1772 TESLA,,Free
332,ELEC,Icon Parking 245 E 19th St. - Tesla Destination,245  E 19th St,New York,3.0,Tesla Destination,40.73591,-73.983331,150520,J1772 TESLA,,Free
333,ELEC,iPark NYC 455 Central Park West - Tesla Destination,27  West 105th St,New York,3.0,Tesla Destination,40.797875,-73.961228,150521,J1772 TESLA,,Free
334,ELEC,333 Schermerhorn Garage - The Hub - Tesla Destination,333 Schermerhorn St,Brooklyn,4.0,Tesla Destination,40.68722,-73.981174,150532,TESLA,,Free
335,ELEC,528 W 162nd Garage-PARK-it - Tesla Destination,528 W 162nd St,Manhattan,4.0,Tesla Destination,40.836425,-73.941393,150533,TESLA,,Free
336,ELEC,4320 Broadway-PARK-it - Tesla Destination,4320 Broadway,Manhattan,4.0,Tesla Destination,40.852225,-73.934213,150534,TESLA,,Free
337,ELEC,506 W 181 St Garage-PARK-it - Tesla Destination,506 W 181 St,Manhattan,4.0,Tesla Destination,40.848198,-73.931808,150535,TESLA,,Free
338,ELEC,One Blue Slip-Greenpoint - Tesla Destination,1 Blue Slip,Brooklyn,5.0,Tesla Destination,40.736224,-73.959356,150540,J1772 TESLA,,Free
339,ELEC,Bruno's Bakery and Restaurant - Tesla Destination,676 Forest Ave,Staten Island,2.0,Tesla Destination,40.629424,-74.111586,150541,TESLA,,Free
340,ELEC,Icon Parking 202 E 18th Street - Tesla Destination,202 E 18th St,Manhattan,2.0,Tesla Destination,40.735561,-73.985319,150570,TESLA,,Free
341,ELEC,Icon Parking 175 W 90th Street - Tesla Destination,175 W 90th St,Manhattan,4.0,Tesla Destination,40.790289,-73.972756,150572,TESLA,,Free
342,ELEC,Enterprise Parking 545 Washington Ave - Tesla Destination,545 Washington Ave,Brooklyn,4.0,Tesla Destination,40.681876,-73.964169,150573,TESLA,,Free
343,ELEC,Center Park 250 Albany - Tesla Destination,250 Albany St,Manhattan,4.0,Tesla Destination,40.709643,-74.015239,150574,TESLA,,Free
344,ELEC,Enterprise Parking 150 Myrtle Ave - Tesla Destination,150 Myrtle Ave,Brooklyn,4.0,Tesla Destination,40.693194,-73.982701,150575,TESLA,,Free
345,ELEC,Enterprise Parking 147 Flatbush Avenue Extension - Tesla Destination,147 Flatbush Ave Ext,Brooklyn,4.0,Tesla Destination,40.69504,-73.98394,150576,TESLA,,Free
346,ELEC,IMPark 188 E 78th St - Tesla Destination,188 E 78th St,Manhattan,2.0,Tesla Destination,40.773467,-73.958287,150580,TESLA,,Free
347,ELEC,IMPark 302 2nd St - Tesla Destination,302  2nd St,Brooklyn,4.0,Tesla Destination,40.674253,-73.985057,150581,TESLA,,Free
348,ELEC,IPark 255 Schermerhorn - Tesla Destination,255 Schermerhorn St,Brooklyn,4.0,Tesla Destination,40.687927,-73.982998,150582,TESLA,,Free
349,ELEC,IPark 99 3rd Avenue - Tesla Destination,99 3rd Ave,Brooklyn,4.0,Tesla Destination,40.683176,-73.981914,150583,TESLA,,Free
350,ELEC,300 W 135 St - Little Man Parking - Tesla Destination,300 W 135 St,New York,4.0,Tesla Destination,40.816366,-73.947365,150596,TESLA,,Free
351,ELEC,3050 Corlear Ave - Nagle Parking Inc. - Tesla Destination,3050 Corlear Ave,Bronx,4.0,Tesla Destination,40.8799,-73.907762,150624,TESLA,,Free
352,ELEC,Icon Parking 515 E 72nd Street - Tesla Destination,515  E 72nd St,New York,3.0,Tesla Destination,40.766857,-73.952647,150660,J1772 TESLA,,Free
353,ELEC,Brunos Bakery and Restaurant - Tesla Destination,1650 Hylan Blvd,Staten Island,2.0,Tesla Destination,40.588001,-74.090126,150697,TESLA,,Free
354,ELEC,Manhattan Parking 110 LLC - Tesla Destination,543 W 110th St,New York,3.0,Tesla Destination,40.804167,-73.965894,150722,J1772 TESLA,,Free
355,ELEC,Fordham University,441 E Fordham Rd,Bronx,8.0,Non-Networked,40.86095,-73.889379,153856,J1772,COLLEGE_CAMPUS,$0.25 per kWh
356,ELEC,Dock72,1 Dock72 Way,Brooklyn,24.0,Non-Networked,40.700302,-73.972272,153865,J1772,OFFICE_BLDG,
357,ELEC,Weill Cornell Medical,1305 York Ave,New York,2.0,Non-Networked,40.765378,-73.955054,153866,J1772,HOSPITAL,Free
358,ELEC,Weill Cornell Medical,420 E 70th St,New York,2.0,Non-Networked,40.765313,-73.955553,153867,J1772,HOSPITAL,Free
359,ELEC,United Nations,405 E 42nd St,New York,24.0,Non-Networked,40.748965,-73.969649,153870,J1772,OFFICE_BLDG,
360,ELEC,Delancey and Essex Municipal Parking Garage,107 Essex St,New York,2.0,EV Connect,40.7193187,-73.9881965,155100,J1772,PARKING_GARAGE,
361,ELEC,WCS NS1 SOUTHERN,2300 Southern Blvd,Bronx,2.0,ChargePoint Network,40.850625,-73.881132,162156,J1772,,
362,ELEC,PANYNJ LGA E GARAGE C1,East Garage E End Rd LaGuardia Airport,New York,2.0,ChargePoint Network,40.77033,-73.865683,162407,J1772,,
363,ELEC,BMW CAR SHARING THE SOLAIRE ST1,20 River Terrace,New York,,ChargePoint Network,40.716305,-74.016194,162413,J1772COMBO,,
364,ELEC,MP 102 LLC MP 102 LLC,1214 Fifth Avenue,New York,2.0,ChargePoint Network,40.791267,-73.952039,162472,J1772,,
365,ELEC,MONTEFIOREMOSES WAKEFIELD,613 E 233rd St,Bronx,2.0,ChargePoint Network,40.894881,-73.860525,162485,J1772,,
366,ELEC,MONTEFIOREMOSES MOSES,111 E 210th St,New York,2.0,ChargePoint Network,40.879718,-73.880394,162486,J1772,,
367,ELEC,MP 225 LLC NS1-100 JAY ST,100 Jay St,New York,2.0,ChargePoint Network,40.70182,-73.986824,162487,J1772,,
368,ELEC,ATAHOUSING407 HAZEL TOWERS 1,1734-1774 Mulford Ave,Bronx,2.0,ChargePoint Network,40.846821,-73.834633,162498,J1772,,
369,ELEC,LAFAYETTE BOYNT LAF BOYNT 1,901 Boynton Ave,Bronx,2.0,ChargePoint Network,40.821451,-73.877642,162499,J1772,,
370,ELEC,CARCHARGING GMC 225 W 49 #1,225 W 49th St,New York,1.0,ChargePoint Network,40.761376,-73.985273,162520,J1772,,
371,ELEC,Apple West Parking,303 West 96th Street,New York,4.0,Blink Network,40.795783,-73.973678,163485,J1772,,Level 2: $0.59 per kWh
372,ELEC,165 E 77 ST Garage,165 E 77th Street,Manhattan,1.0,Blink Network,40.773528,-73.959538,163507,J1772,,Level 2: $0.59 per kWh
373,ELEC,Gateway Center at Bronx Terminal Market,610 Exterior St,Bronx,2.0,Blink Network,40.822142,-73.931128,164227,J1772,,Level 2: $0.59 per kWh
374,ELEC,Manhattan Plaza,427 W 42nd St,New York,2.0,Blink Network,40.759223,-73.992703,164442,J1772,,Level 2: $0.59 per kWh
375,ELEC,Icon Parking - 111 Eighth Avenue,111 Eighth Avenue,New York,1.0,Blink Network,40.741421,-74.003186,164679,J1772,,Level 2: $0.59 per kWh
376,ELEC,Icon Parking - Patriot Parking,376 Greenwich Street,New York,1.0,Blink Network,40.719772,-74.010475,164680,J1772,,Level 2: $0.59 per kWh
377,ELEC,Icon Parking - One Lincoln Plaza,20 W 64th Street,New York,1.0,Blink Network,40.771626,-73.981032,164681,J1772,,Level 2: $0.59 per kWh
378,ELEC,Tribeca Green,325 North End Ave,New York,2.0,Blink Network,40.71695,-74.014948,164713,J1772,,Level 2: $0.59 per kWh
379,ELEC,Central Parking - 146 W 57th St,146 West 57th Street,New York,2.0,Blink Network,40.764609,-73.979517,164738,J1772,,Level 2: $0.59 per kWh
380,ELEC,919 Third Avenue,919 3rd Avenue,Manhattan,1.0,Blink Network,40.759299,-73.968603,164749,J1772,,Level 2: $0.59 per kWh
381,ELEC,Carnegie Hill,215 E 96th St,New York,2.0,Blink Network,40.784865,-73.948526,164751,J1772,,Level 2: $0.59 per kWh
382,ELEC,170 Park Row,170 Park Row,New York,4.0,EV Connect,40.713246,-74.001,166242,J1772,PARKING_GARAGE,
383,ELEC,CHHA2 Garages LLC,21 E 12th St,New York,4.0,EV Connect,40.733934,-73.993118,166324,J1772,PARKING_GARAGE,
384,ELEC,CHHA2 Garages LLC,400 E 56th St,New York,6.0,EV Connect,40.757099,-73.963122,166325,J1772,PARKING_GARAGE,
385,ELEC,CHHA2 Garages LLC,127 E 83rd St,Manhattan,4.0,EV Connect,40.777924,-73.957245,166326,J1772,PARKING_GARAGE,
386,ELEC,Little Man Parking,962 Aldus St,Bronx,6.0,EV Connect,40.822935,-73.890483,166332,J1772,PARKING_GARAGE,
387,ELEC,Little Man Parking,220 E 9th St,Manhattan,6.0,EV Connect,40.729483,-73.988368,166333,J1772,PARKING_GARAGE,
388,ELEC,Little Man Parking,329 E 22nd St,Manhattan,6.0,EV Connect,40.736778,-73.979688,166334,J1772,PARKING_GARAGE,
389,ELEC,Northwell,375 Seguine Ave,Staten Island,6.0,EV Connect,40.516856,-74.196692,166366,J1772,HOSPITAL,
390,ELEC,Northwell,475 Seaview Ave,Staten Island,6.0,EV Connect,40.584259,-74.086919,166368,J1772,HOSPITAL,
391,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,2.0,Volta,40.58333,-74.166262,166727,J1772,SHOPPING_MALL,
392,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,4.0,Volta,40.582763,-74.167812,166728,J1772,SHOPPING_MALL,
393,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,2.0,Volta,40.581751,-74.168466,166729,J1772,SHOPPING_MALL,
394,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,2.0,Volta,40.581132,-74.167932,166730,J1772,SHOPPING_MALL,
395,ELEC,National Grid - Staten Island,200 Gulf Ave,Staten Island,2.0,Non-Networked,40.624733,-74.179551,167773,J1772,UTILITY,
396,ELEC,HAMPTON INN STATION 1,1120 South Ave,Staten Island,2.0,ChargePoint Network,40.612696,-74.179012,168146,J1772,,
397,ELEC,CHHA2 Garages,532 W 122nd St,New York,4.0,EV Connect,40.811438,-73.960481,168414,J1772,PAY_GARAGE,
398,ELEC,Courtyard by Marriott,183-15 Horace Harding Expy,Queens,6.0,EV Connect,40.74027,-73.790815,168422,J1772,HOTEL,
399,ELEC,STATION 4TH FL MOTORGATE 3,680 Main St,New York,2.0,ChargePoint Network,40.764464,-73.946924,168524,J1772,,
400,ELEC,STATION 4TH FL MOTORGATE #2,Main St/10 River Rd,New York,2.0,ChargePoint Network,40.764208,-73.947198,168525,J1772,,
401,ELEC,iPark 34 N 7th Street - Tesla Destination,34 N 7th St,Brooklyn,8.0,Tesla Destination,40.720475,-73.96265,168539,TESLA,,Free
402,ELEC,551W21 SR Capital - Tesla Destination,558 West 21st Street,New York,6.0,Tesla Destination,40.747278,-74.007618,168556,TESLA,,Free
403,ELEC,577 Baltic Street - Adam America Real Estate - Tesla Destination,577 Baltic Street,Brooklyn,4.0,Tesla Destination,40.681251,-73.981971,168557,TESLA,,Free
404,ELEC,610 Warren Street - Tesla Destination,610 Warren Street,Brooklyn,6.0,Tesla Destination,40.681274,-73.981216,168558,TESLA,,Free
405,ELEC,Enterprise Parking 219 E 69th St - Tesla Destination,219 E 69th St,New York,3.0,Tesla Destination,40.767519,-73.960678,168757,J1772 TESLA,,Free
406,ELEC,iPark 314 W 120th Street - Tesla Destination,314 West 120th Street,New York,3.0,Tesla Destination,40.806974,-73.954006,168885,J1772 TESLA,,Free
407,ELEC,Nap York - Tesla Destination,480 7th Avenue,New York,1.0,Tesla Destination,40.752301,-73.99,168977,TESLA,,Free
408,ELEC,Park Kwik - 110 Livingston - Tesla Destination,110 Livingston St,Brooklyn,4.0,Tesla Destination,40.690809,-73.990016,169008,J1772 TESLA,,Free
409,ELEC,Park Kwik - 211 Atlantic - Tesla Destination,211 Atlantic Ave,Brooklyn,6.0,Tesla Destination,40.689671,-73.991786,169009,J1772 TESLA,,Free
